"publisher","journal_name","issn","type_colection","type","SJR_2015","JCR_2014"
NA,"Scientific & Academic Publishing","1510-1520","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1363-1366","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","6755-6766","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2241-2252","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4274-4282","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3066-3068","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4874-4882","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2222-2223","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1075-1082","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2740-2750","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1149-1151","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2000-5219","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2002-5490","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1090-1091","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2937-2940","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1135-1140","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1411-1418","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1620-1635","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3367-3373","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1781-1785","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2526-2533","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2248-2254","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2588-2590","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1700-1703","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2841-2844","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0167-739X","webscraping","publisher",1.483,"2.786"
NA,"Scientific & Academic Publishing","1061-5369","webscraping","publisher",0.163,NA
NA,"Scientific & Academic Publishing","1570-1166","webscraping","publisher",0.414,NA
NA,"Scientific & Academic Publishing","1063-7192","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2361-2451","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0045-7949","webscraping","publisher",1.71,"2.134"
NA,"Scientific & Academic Publishing","0920-8542","webscraping","publisher",0.615,"0.858"
NA,"Scientific & Academic Publishing","1311-2872","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1108-7609","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1151-1172","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1724-1732","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2377-2388","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1363-1378","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1896-7094","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7695-3472","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-0054","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1530-2075","webscraping","publisher",0.222,NA
NA,"Scientific & Academic Publishing","1324-1331","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1231-1240","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1183-1201","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3343-3346","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1425-1428","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","5457-5459","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1021-1031","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1237-1243","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1305-5313","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1012-1023","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2037-2043","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2579-2587","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","6047-6063","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2376-2382","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2313-2325","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1260-1271","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","6084-6095","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2807-2817","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1565-1578","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1191-1192","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3669-3683","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2946-2958","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2177-2189","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1638-1649","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1119-1129","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2765-2768","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1193-1196","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4201-4206","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1307-1311","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1404-1409","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1751-8725","webscraping","publisher",0.755,"0.910"
NA,"Scientific & Academic Publishing","2651-2659","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1867-8211","webscraping","publisher",0.123,NA
NA,"Scientific & Academic Publishing","1867-822X","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1709-1713","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1357-1363","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1505-1512","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2172-2173","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1321-1325","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1659-1660","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3590-3593","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4577-0882","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1791-1796","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-7426","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-7797","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-4963","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-3485","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-1876","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-1982","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-2075","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","5231-5325","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","9025-6016","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-0983","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2385-2389","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","9025-6013","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-0235","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-0357","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-0569","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7695-1911","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1268-1277","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2435-2446","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2007-2022","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1145-1161","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1197-1202","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1177-1185","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1873-1884","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1604-1609","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4605-4615","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1427-1436","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0723-4864","webscraping","publisher",1.088,"1.670"
NA,"Scientific & Academic Publishing","1261-1267","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1435-604X","webscraping","publisher",0.885,NA
NA,"Scientific & Academic Publishing","8184-2863","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8194-3063","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8194-3055","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8194-3527","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8194-3709","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8194-3869","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8194-3941","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8194-4148","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8194-4306","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-6289","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1444-1455","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7377-1740","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1815-1832","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2728-2733","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1528-1544","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","5010-5019","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2103-6225","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1989-1199","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1041-4347","webscraping","publisher",2.087,"2.067"
NA,"Scientific & Academic Publishing","0167-8655","webscraping","publisher",1.225,"1.551"
NA,"Scientific & Academic Publishing","1083-4419","webscraping","publisher",3.921,"6.220"
NA,"Scientific & Academic Publishing","1532-4435","webscraping","publisher",1.648,"2.473"
NA,"Scientific & Academic Publishing","1687-6172","webscraping","publisher",0.297,NA
NA,"Scientific & Academic Publishing","0932-8092","webscraping","publisher",0.883,"1.351"
NA,"Scientific & Academic Publishing","0162-8828","webscraping","publisher",7.653,"5.781"
NA,"Scientific & Academic Publishing","1424-1433","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1524-9050","webscraping","publisher",1.3,"2.377"
NA,"Scientific & Academic Publishing","1041-1054","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0031-3203","webscraping","publisher",2.051,"3.096"
NA,"Scientific & Academic Publishing","1939-8018","webscraping","publisher",0.262,"0.600"
NA,"Scientific & Academic Publishing","1750-1768","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4471-2245","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4471-2244","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-7542","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-7029","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-5653","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1005-1014","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-3994","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-4290","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-2175","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-1739","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4244-2339","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7695-2372","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7695-2521","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7260-1726","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3840-3845","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1109-9518","webscraping","publisher",0.204,NA
NA,"Scientific & Academic Publishing","1211-1216","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1705-1710","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0974-5807","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0230-6363","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1947-5500","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","6197-6212","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2045-2062","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4497-4510","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0887-8722","webscraping","publisher",0.638,"0.833"
NA,"Scientific & Academic Publishing","2011-1407","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2008-6684","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2008-5041","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1110-6409","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1755-0564","webscraping","publisher",0.142,NA
NA,"Scientific & Academic Publishing","1755-0556","webscraping","publisher",0.142,NA
NA,"Scientific & Academic Publishing","0885-8977","webscraping","publisher",2.341,"1.733"
NA,"Scientific & Academic Publishing","1886-1984","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2975-2981","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1631-1639","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1711-1715","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1027-1037","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1053-1056","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2774-2775","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1653-1664","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1943-7978","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0960-1481","webscraping","publisher",1.961,"3.476"
NA,"Scientific & Academic Publishing","1751-4223","webscraping","publisher",0.478,"0.526"
NA,"Scientific & Academic Publishing","4244-1969","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1755-1307","webscraping","publisher",0.246,NA
NA,"Scientific & Academic Publishing","1582-2214","webscraping","publisher",0.107,NA
NA,"Scientific & Academic Publishing","0306-2619","webscraping","publisher",2.998,"5.613"
NA,"Scientific & Academic Publishing","1810-2328","webscraping","publisher",0.763,"0.556"
NA,"Scientific & Academic Publishing","0891-6152","webscraping","publisher",0.606,"0.979"
NA,"Scientific & Academic Publishing","1582-9596","webscraping","publisher",0.307,"1.065"
NA,"Scientific & Academic Publishing","0461-9579","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0354-9836","webscraping","publisher",0.463,"1.222"
NA,"Scientific & Academic Publishing","1934-8002","webscraping","publisher",0.239,NA
NA,"Scientific & Academic Publishing","1790-5079","webscraping","publisher",0.31,NA
NA,"Scientific & Academic Publishing","1453-083X","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0025-5289","webscraping","publisher",0.274,"0.824"
NA,"Scientific & Academic Publishing","0034-7752","webscraping","publisher",0.281,"0.810"
NA,"Scientific & Academic Publishing","0013-5739","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1120-7302","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1453-1690","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1224-7499","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1790-2769","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1286-1290","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2066-6586","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1322-8080","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4200-6237","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0310-7375","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1549-1563","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3254-3258","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1753-1758","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","6578-6584","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1518-1523","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","6604-6611","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3012-3018","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1239-1243","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4729-4733","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3059-3078","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3049-3058","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2220-2226","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1881-1889","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0882-5734","webscraping","publisher",0.68,"1.970"
NA,"Scientific & Academic Publishing","1743-1769","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1007-1010","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1833-1836","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1224-1230","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0305-1978","webscraping","publisher",0.42,"0.967"
NA,"Scientific & Academic Publishing","1053-1057","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3148-3153","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4250-4255","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1440-1445","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","6605-6610","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1441-1451","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1845-1866","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2603-2610","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1159-1167","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2041-2045","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3829-3835","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","5669-5675","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1383-1386","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2748-2754","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4133-4141","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2611-2614","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4347-4356","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1108-1110","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","6473-6480","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4151-4158","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","9484-9489","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4851-4854","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3433-3477","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7697-7706","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1508-1510","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","5101-5101","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4102-4102","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1105-1116","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2306-2330","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1930-2983","webscraping","publisher",0.193,NA
NA,"Scientific & Academic Publishing","4927-4946","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1086-9506","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8612-5164","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8612-5158","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","9015-3730","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4020-4971","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","9401-3014","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3856-3865","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2261-2274","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2065-2080","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1507-1527","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2119-2132","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1789-1799","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2101-2116","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1050-5164","webscraping","publisher",2.685,"1.454"
NA,"Scientific & Academic Publishing","2006-3708","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0926-2601","webscraping","publisher",1.372,"0.992"
NA,"Scientific & Academic Publishing","0764-4442","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0304-4149","webscraping","publisher",1.664,"1.056"
NA,"Scientific & Academic Publishing","0166-5316","webscraping","publisher",0.527,"1.250"
NA,"Scientific & Academic Publishing","3099-3103","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8176-4200","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8176-4018","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2160-0368","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2160-0384","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1087-1088","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1738-1739","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","5580-5584","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1263-1270","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2457-2461","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2374-2388","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2292-2299","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1636-1656","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2489-2492","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2671-2674","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2788-2790","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2677-2670","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1819-1822","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2009-8843","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1002-1011","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1551-1563","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1541-1549","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1792-1798","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","4214-4223","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3977-3980","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1105-1113","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1295-1310","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3891-1389","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7793-7794","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1832-1837","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1703-1710","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2696-2705","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2670-2675","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","8767-2877","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1239-1242","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1535-1550","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2466-2473","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2386-2390","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","5231-5238","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1628-1635","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3618-1362","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1922-1193","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1217-1223","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1809-1823","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1521-1525","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0145-5613","webscraping","publisher",0.236,"1.000"
NA,"Scientific & Academic Publishing","1206-1217","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1723-9427","webscraping","publisher",0.16,NA
NA,"Scientific & Academic Publishing","1128-9031","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0033-0205","webscraping","publisher",0.134,NA
NA,"Scientific & Academic Publishing","1122-1143","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","2665-2669","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","3011-3015","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1070-1079","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1187-1192","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","9634-0915","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1382-3892","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7342-1201","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","7342-1202","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","0771-100X","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1789-1793","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1867-1870","webscraping","publisher",NA,NA
NA,"Scientific & Academic Publishing","1573-1581","webscraping","publisher",NA,NA
NA,"Scientific Federation","2072-6643","webscraping","publisher",2.275,"3.270"
NA,"Scientific Federation","2010-2020","webscraping","publisher",NA,NA
NA,"SciTech Publishers","2348-098X","webscraping","publisher",NA,NA
NA,"SciTech Publishers","2347-923X","webscraping","publisher",NA,NA
NA,"SciTech Publishers","0438-2151","webscraping","publisher",NA,NA
NA,"Shri Param Hans Education & Research Foundation Trust","2500-3000","webscraping","publisher",NA,NA
NA,"Silicon Valley Publishers","2229-5216","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2330-7803","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2330-0566","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2331-0928","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2330-3891","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2375-2467","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2375-2440","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2378-3079","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2376-0478","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2377-2557","webscraping","publisher",NA,NA
NA,"Smart Science & Technology","2375-7795","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2054-7420","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2169-4726","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2054-7412","webscraping","publisher",NA,NA
